County Name,Population,Median Household Income,Per Capital Income,Percent Persons In Poverty
Blount County,"139,958","$64,593 ","$33,726 ",9.70%
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
